Date,NIFTY_IT_shannon,NIFTY_IT_perm,NIFTY_IT_sample,NIFTY_IT_real_vol,NIFTY_IT_zscore,NIFTY_IT_skew,NIFTY_IT_kurt,NIFTY_BANK_shannon,NIFTY_BANK_perm,NIFTY_BANK_sample,NIFTY_BANK_real_vol,NIFTY_BANK_zscore,NIFTY_BANK_skew,NIFTY_BANK_kurt,NIFTY_FMCG_shannon,NIFTY_FMCG_perm,NIFTY_FMCG_sample,NIFTY_FMCG_real_vol,NIFTY_FMCG_zscore,NIFTY_FMCG_skew,NIFTY_FMCG_kurt,NIFTY_PHARMA_shannon,NIFTY_PHARMA_perm,NIFTY_PHARMA_sample,NIFTY_PHARMA_real_vol,NIFTY_PHARMA_zscore,NIFTY_PHARMA_skew,NIFTY_PHARMA_kurt,NIFTY_AUTO_shannon,NIFTY_AUTO_perm,NIFTY_AUTO_sample,NIFTY_AUTO_real_vol,NIFTY_AUTO_zscore,NIFTY_AUTO_skew,NIFTY_AUTO_kurt,NIFTY_METAL_shannon,NIFTY_METAL_perm,NIFTY_METAL_sample,NIFTY_METAL_real_vol,NIFTY_METAL_zscore,NIFTY_METAL_skew,NIFTY_METAL_kurt
2015-04-21,-552.7071667364813,0.9894641713470743,2.3513752571634776,0.013696788100717457,0.23952907838226906,-0.9854775590497769,1.6267278775613745,-585.2850679767839,0.9548700637818397,2.2335922215070942,0.014455934612184576,0.20683255884455667,0.26598031498783903,-0.4030663026867658,-631.3470461341041,0.96270443439647,2.5649493574615367,0.013702395125998839,-0.6516956098750762,0.06730833154840966,-0.5433278539696014,-339.65576073563,0.8929610521975837,2.0149030205422647,0.01869449761764548,-1.9406342225943047,0.6479231987150564,1.2241463418097682,-1019.0652970789306,0.9097401275636795,inf,0.010506349270098816,-0.9815888244315433,0.1247545918537343,-1.1015562256674478,-727.9303690736518,0.76935405977058,2.4849066497880004,0.012495273075010967,0.20885728195837688,0.0882545683835139,-0.7419674911984449
2015-04-22,-552.7071667364813,0.9894641713470743,2.2512917986064953,0.01364843512678354,-0.16958460821651833,-1.0295381188308963,1.7407825300725612,-598.3223714838148,0.9548700637818397,2.1972245773362196,0.014157187912858284,0.6803910078285136,0.09119709956135454,-0.33253108523370845,-636.390566480796,0.96270443439647,2.4849066497880004,0.01312210296384723,0.5063175397179597,-0.07695747438849632,-0.2998564011622107,-336.2642776359994,0.9337984064759882,1.9459101490553135,0.018661216858770348,0.6367041407220104,0.4732642082717766,1.0901553127687684,-1023.8889472088806,0.9097401275636795,inf,0.010165233589683803,0.20172241396818844,0.0005451187453962439,-0.9541310785671939,-727.9303690736521,0.8469318125840969,2.3978952727983707,0.012220418495302102,0.43427161936363223,-0.07730575444572603,-0.5968336410455239
2015-04-23,-563.5635792625296,0.9894641713470743,2.995732273553991,0.013348970982796783,0.03964788847239413,-1.0001072026254116,1.9431850204283174,-598.3223714838148,0.9548700637818397,2.2335922215070942,0.014116495394654602,0.1625176522193215,0.12185133144740816,-0.2980134970773993,-644.0421392910147,0.96270443439647,2.5649493574615367,0.012893481506472647,0.009905329677948322,-0.18496773910578268,-0.10538225429919335,-327.7664172718122,0.9337984064759882,1.8718021769015913,0.018829817643640945,-0.5680187659227084,0.5365155865670256,1.0099831902533687,-1016.4611064621863,0.9175744981783098,inf,0.010197720020757353,-0.33911994787956495,0.05084679486612169,-0.9774629843457352,-737.3309671617078,0.873691549534701,2.3978952727983707,0.01202294632564137,1.0823691520086989,-0.2516180227823226,-0.46094894398342623
2015-04-27,-541.2801731681092,0.9894641713470743,1.7047480922384253,0.014671605262256622,-1.7646398902899196,-0.8020584863385191,0.6740702333992528,-616.2805237305304,0.9548700637818397,2.2335922215070942,0.014716169151885372,-1.525332702204511,0.21961619156113346,-0.3296438405242297,-630.6798294574634,0.9521686057435442,2.5649493574615367,0.01295866338004648,-1.1935842096917246,-0.003944858016793012,-0.17860355885827106,-327.7664172718122,0.9605581434265923,2.0149030205422647,0.0190194446063762,-1.1750010581842727,0.7046604246217233,1.1968996587317218,-1043.5682788322192,0.9175744981783098,inf,0.009551815812576352,-0.20285788169723373,0.13187079919706104,-0.7420297671212528,-764.5837490601469,0.9197207891481876,inf,0.01178730844924898,-0.10574222475493623,-0.14496523508387882,-0.32863950406707687
2015-04-28,-541.2801731681092,0.9789283426941484,1.8971199848858813,0.014654891160936432,0.08115280531489402,-0.8527543459813802,0.7443767207791478,-595.7419137221507,0.9443342351289139,2.3025850929940455,0.01614971913571078,1.8320517963146985,0.31863129164030884,-0.5596368555904898,-630.6798294574635,0.9521686057435442,2.4849066497880004,0.01301314180407404,-0.5339004035721006,0.01726638649234372,-0.22161200329565744,-325.1674252546368,0.971093972079518,2.0149030205422647,0.019110226313253414,0.4613713666311488,0.6583572484213328,1.0827422292145457,-797.791423432425,0.9443342351289139,inf,0.01133518202753776,2.302733395660612,0.4437601320131423,-0.2666460531912791,-764.5837490601469,0.9197207891481876,inf,0.01178011316892016,-0.0918042494927957,-0.10242314705537435,-0.32928669798213495
2015-04-29,-537.5377068943999,0.9894641713470743,1.8971199848858813,0.01475035067207584,0.596606625425619,-0.8662276195587716,0.700124564784578,-613.0640722012577,0.9521686057435442,2.3025850929940455,0.01581918064872731,0.31927468665177594,0.18286503391591108,-0.46597662177074106,-630.6798294574635,0.9443342351289139,2.5649493574615367,0.01334567062042323,-0.9997777231591773,0.06613916114228731,-0.42374492629056126,-325.1674252546368,0.971093972079518,2.0149030205422647,0.019101411567084746,0.38195554900293366,0.6621508841497762,1.093012715460028,-797.791423432425,0.9259640358613577,inf,0.01134395254337533,-0.19708732769930032,0.45732949730794337,-0.2660186501201962,-764.5837490601468,0.900451286485305,inf,0.011828860788216839,-0.3874744002934608,-0.048612875343970505,-0.37728000350187996
2015-05-04,-537.5377068943999,0.9894641713470743,2.03688192726104,0.014821470275623232,0.9236278854858463,-0.8568567071084743,0.6633327676603478,-590.3674051679614,0.9627044343964701,2.2335922215070942,0.015916170467976682,0.7333676611220439,0.006496930307846958,-0.5412288875591806,-649.0856596377067,0.9521686057435442,2.5649493574615367,0.013570004321106024,1.5590160078067608,-0.007414486014591218,-0.44541869751366425,-320.2270762526084,0.9789283426941484,2.639057329615259,0.019682467554856208,1.180203917575292,0.4405812355491454,0.5470423864036733,-787.7021122012017,0.9197207891481876,inf,0.01168293934363164,1.5213126555532193,0.3116812341743975,-0.5414475632043798,-771.0371331285539,0.8899154578323792,inf,0.012084241960194619,1.19536922669325,-0.22460425331588815,-0.4317193444876497
2015-05-05,-539.1974437460577,0.9894641713470743,2.03688192726104,0.01479380405899828,0.182158867164568,-0.9404068049866781,0.7874649657670694,-592.6594811150842,0.9521686057435442,2.268683541318364,0.0158169596549564,-0.06837467879894749,-0.054290641945328705,-0.4800748055579587,-644.7093559676555,0.9443342351289139,1.8718021769015913,0.013591332686648291,0.24511624797862103,-0.0366542317715276,-0.46031542148332116,-320.2270762526084,0.9683925140412226,2.5649493574615367,0.019718143364599355,0.25769836833996035,0.40299955941673643,0.5013807083586275,-787.7021122012017,0.8851266815829532,inf,0.011674057985996633,0.026280481461050664,0.3350683984784085,-0.5241078143098798,-677.2288074670677,0.9197207891481876,2.4849066497880004,0.013320196795779834,1.7901727163195857,-0.083706155906309,-0.5890720689433371
2015-05-06,-516.9140376516372,1.0,1.8325814637483102,0.015239533232926716,-1.0210041065735438,-0.7686204572256354,0.2579904178057104,-496.98972016364246,0.9789283426941484,2.1972245773362196,0.017778917095577444,-1.967873335573798,-0.23820207041648536,-0.5671141308426204,-633.9550985976309,0.9097401275636795,1.9459101490553135,0.014554671780932525,-1.5262621207624008,-0.025357336830827512,-0.7477392254426136,-320.2270762526084,0.9683925140412226,2.5649493574615367,0.020200767066950738,-1.2995464772486105,0.5405440948054819,0.5351156228657139,-607.7966944099608,0.9013505898806315,inf,0.012989835550728291,-2.1162170309720274,-0.07717990334957334,-0.24194611096967655,-517.4598288051199,0.9443342351289141,2.4849066497880004,0.015362336969144734,-2.1528281354259917,-0.3767429511500366,-0.4276655184169562
2015-05-07,-514.1131387153314,1.0,2.0794415416798357,0.01593852238319187,1.3693776459123883,-0.6594563946205872,0.03938740185092149,-475.7488716773757,0.9789283426941484,2.1972245773362196,0.018440823799933666,-1.1291102925947267,-0.11363478931672634,-0.8397458521057826,-636.3905664807961,0.8992042989107536,1.8718021769015913,0.014578664639865136,0.2935816115667764,-0.04503164192019062,-0.7611502497320961,-318.7807045966033,0.9789283426941485,2.5649493574615367,0.020254476597118015,-0.4960809818527319,0.6677928198976033,0.6151489312867895,-589.7352779556871,0.8123377050188625,inf,0.013163623184874023,-0.806132293880065,0.08511532239214038,-0.3584025822748811,-536.7375337756713,0.9710939720795182,2.3978952727983707,0.015219470766995476,-0.4577717781112724,-0.41610290309884207,-0.3202373502836533
