Date,NIFTY_IT,NIFTY_BANK,NIFTY_FMCG,NIFTY_PHARMA,NIFTY_AUTO,NIFTY_METAL
2015-01-05,-0.010923738837332664,-0.002122162085111512,0.00209282668910582,-0.0031998273112670006,0.012184273456799843,-0.0040406151969847315
2015-01-06,-0.02599602105935972,-0.03133395621252255,-0.016055998172301855,-0.026237200835979024,-0.02629345333543931,-0.035394450768057695
2015-01-07,-0.004013590185852678,-0.006887165908757709,-0.0011207813112594778,-0.0030927855912974422,0.0007877403586356024,-0.016142170515550447
2015-01-08,0.009314345650668798,0.021465173054108888,0.020110358042414234,0.012430672377217178,0.017127443588302427,0.01568239267228755
2015-01-12,0.04659158757381654,0.008473808062305466,0.01132978665798312,0.003801827029425553,0.0014934423978623101,-0.01703478946001802
2015-01-13,-0.003545069056086092,-0.004727596018126334,0.004143856104359855,0.0007376525800655287,-0.001279126352741855,-0.0033124428812554285
2015-01-14,0.009646613678949478,-0.005542596222058549,-0.007170197209649842,-0.009398286198901928,0.0034351076033178884,-0.03551074938587817
2015-01-15,0.00477147857897009,0.03339952376298427,0.0152431388373504,0.005018836952654482,0.02194614621252633,0.010220589065037089
2015-01-16,-0.0008787177582672001,-0.0006500538199212258,0.009564113346861802,0.014961228223342005,0.0010325165421143367,0.005241679774035113
2015-01-19,-0.001446172818971192,0.009469619688315944,-0.01156899174784698,0.013257145386926794,0.008234106198800717,0.00343935458264788
2015-01-20,0.004477731340969626,0.01843145116104772,0.017348780250262763,0.0036690970449004823,0.0075619921809693125,0.030181102124540615
2015-01-21,0.010098491458377268,0.0038474941100492543,-0.019981485701432433,0.002671139615321394,0.0021720511309997192,-0.006587453526993414
2015-01-22,0.003139670510185155,0.00374233932057777,-0.00014993986135891646,0.016526657513338705,0.007042360288775029,0.006277495242134279
2015-01-27,-0.013370689320895579,0.02375572555102501,0.011569817743351862,0.0001856638038582048,0.012885422745883446,-0.007365204040758577
2015-01-28,0.009879636958704197,-0.0030940525696241394,0.002011261395006514,-0.00047493632428619037,-0.006222805352910754,-0.014679016997008354
2015-01-29,0.0012355735813116553,0.0017966715423778368,0.01253532721799111,0.014942524090123754,0.000724021341193648,-0.002201902965183855
2015-02-02,0.010080807154444926,0.001115630574558324,-0.01550053292568876,-0.005651474959110558,0.005053914629678857,-0.00452624177601102
2015-02-03,0.0016689245962471233,-0.024610927126857973,0.010149828738164501,-0.009301260811167111,-0.0063031103838024904,0.007902543303179854
2015-02-04,-0.002091805838549732,-0.010838603117431234,-0.002918430275029138,0.009133526246648316,-0.012091167497713329,0.0206629484827916
2015-02-05,0.01877332958989264,-0.006388311924645507,0.004871057729060269,-0.008951285095330164,-0.0071574239242426785,-0.01935519552447662
2015-02-09,-0.0015214099642086865,-0.034607083541695616,-0.013769880161465409,-0.0029673898056987724,-0.024044111634196952,-0.02684242535105774
2015-02-10,-0.007082584595837105,0.01876722496607819,0.0035374385540265507,-0.0005227853450175957,0.016927526437955365,0.015126930839903352
2015-02-11,0.006600856233546892,0.00999130275156368,0.008631587991386525,0.009543555568534146,0.009215364744695975,0.01690733392781585
2015-02-12,0.010448806629025142,0.009866222404030012,-0.0013160818274862152,0.017969187464164094,0.016326753512815984,0.003940462662644251
2015-02-13,0.007484866582139205,0.012525416277942014,0.018312559496326486,0.016389041218747735,0.01202545849699277,0.009950154102390307
2015-02-18,0.013371926806769352,0.005537031384839963,0.008449368497004173,0.005208901045982373,0.010442785311578717,-0.006951135001388664
2015-02-19,0.007181591873889559,-0.005622937158472396,-0.00934260163442957,-0.0005750615154802574,-0.0014866917670879332,0.036184657690250255
2015-02-20,-0.012006082714583144,-0.0059982293017082355,0.007276976406183522,0.0010221030658570385,0.00033809863425204867,-0.0034075288636863377
2015-02-23,-0.003238658433192043,-0.008431908883542505,-0.011213908602863754,-0.009039172191304345,-0.007975696382450437,-0.0079836149529946
2015-02-24,0.002781186422648574,-0.0015661480483455392,0.014904632537191986,0.0019781299254155726,-0.003008809014446001,-0.012533975440161882
2015-02-25,0.0053294263999745795,-0.00801505671514846,0.0028432557277238146,-0.011238437452869121,0.000410001643080804,-0.004682387114137043
2015-02-26,-0.01393699088079181,-0.010461348920497215,-0.010109167069042968,-0.010564140148920487,-0.016140817569679555,-0.010675581043194882
2015-02-27,0.0077119048014520075,0.028526890428038243,-0.0003149969692426424,0.012409214139665892,0.02300683308521556,0.029869897958052505
2015-03-02,0.008624622842281937,0.04778220183801096,-0.06629505862003882,0.03980787639955352,0.008755021250077988,-0.0025162748287597125
2015-03-03,0.01506323179723168,-0.002346849155992814,0.0006172832114081928,0.0117528365255275,-0.009094376260096126,-0.005225587695658618
2015-03-04,-0.0097943667887197,-0.016023461963600383,0.003960898526692347,0.01311410697144666,-0.006919640287801343,-0.025989770635357345
2015-03-05,-0.0051267519787554505,0.0052853053790151705,0.012572809139046015,0.024497120138445183,0.005430840314302188,-0.01805957503743194
2015-03-09,-0.019392542034932347,-0.030981826120838107,-0.006102546493838901,0.003508612253822818,-0.01123492362779821,-0.024750194164307793
2015-03-10,-0.001385587494381113,-0.004772240047383747,-0.0050323039352662136,-0.0035521362318498007,0.003357531057323726,0.005555492251808403
2015-03-11,-0.004257335274187923,-0.0005459815255512979,0.0002526969395013623,-0.009241483031480868,0.0005822169786711129,-0.01703229459632105
2015-03-12,0.005755648860557017,0.00512488303875358,0.01572619242905482,0.01175179734899423,0.01023680328375498,0.015073833938383352
2015-03-13,-0.009015334185203727,-0.019095167712405825,-0.020637566046913136,-0.01404755687529402,-0.014784020590965952,-0.01323206090946627
2015-03-16,0.008644956894979572,0.0030597502333780113,-0.011670189120721375,-0.0005086248870558308,-0.002744082086662658,-0.01601956630547452
2015-03-17,-0.002894859234276126,0.011658530464101702,0.013694593153108059,0.018740471815624105,0.012516497788551462,0.011639726956890861
2015-03-18,-0.008682458205484522,0.004658975312882063,-0.007098432313052072,0.0012260179315575215,-0.006681488539401315,0.0029569583563704427
2015-03-19,-7.32681422217496e-05,-0.017709302392237447,-0.006897152974142173,0.005279574036228141,-0.003343224336299855,0.00025129191061257217
2015-03-20,0.00716760072707423,-0.010946923618346815,-0.021313930833017025,-0.013968400891837263,-0.01544043958547725,-0.00940202628712683
2015-03-23,-0.009675794410988203,-0.008492724346304215,-3.007887697492606e-05,5.5471559525344105e-05,0.0013791647636001159,0.003164893453040385
2015-03-24,-0.005277526772353269,-0.0063920152089878,-0.002713748332537236,0.018095671779702727,-0.013701571916646671,-0.00305923546784026
2015-03-25,0.0037368196780178664,-0.0011653361041243926,0.0006265271804473116,0.005121669914746718,0.0041009310037143365,-0.009724852362912983
2015-03-26,-0.026817259642990976,-0.02647779204637324,-0.013435696472843262,-0.018956478286540346,-0.01541960392616204,-0.023903497660930917
2015-03-30,0.016560843471740583,0.017414851429103706,0.018783538422827206,0.009113490795423118,0.016397157833756282,0.015342780674939327
2015-03-31,-0.0014761597433476936,-0.008485520259732482,-6.788685847070042e-05,0.011037899040784893,0.005501206480206022,-0.0016549776089496149
2015-04-06,-0.009458645079901018,0.021667506551743543,0.02271345312946771,0.049811131521769525,0.009284322022054425,-0.003285245472246956
2015-04-07,0.001677862180436307,-0.007344550211852763,0.00677289258028857,-0.0020916624441404963,0.00028430898892217726,0.02200029533559711
2015-04-08,0.01858865734117643,-0.0028575591815407364,0.015597370852834302,0.0038320611539557348,0.00501893784607077,0.016275692296233935
2015-04-09,0.00531571291498345,0.02463097282108606,0.0021259248863199076,-0.020839375679438277,0.0010629778313369087,0.015063314202898859
2015-04-15,-0.010219524189915674,-0.008488457292250118,0.00030990101208772103,-0.0177847059415015,-0.01552611495429801,-0.007269822001372717
2015-04-16,-0.007892300090494686,-0.004243316090011717,-0.008198713020657777,-0.017381902333312382,-0.0017983921546811388,-0.0010545070157270686
2015-04-20,-0.042070095673128804,-0.028535479903293748,-0.02915985239885721,-0.004326633612492969,-0.018824931708040893,-0.01880097873760711
2015-04-21,-0.0003286942921398861,-0.0003865472962427674,-0.011536571631502568,-0.037535553601184546,-0.013630350832762872,0.001656987304864188
2015-04-22,-0.005761338039143027,0.0075901857843128084,0.005335840324011798,0.01192387382998028,-0.0005554519114205902,0.005279834218756996
2015-04-23,-0.0035260661551586026,0.00010416274705349338,-0.0006283020247526139,-0.011187430264261167,-0.006239003733977455,0.014512734551479056
2015-04-27,-0.03136913853321843,-0.026547365814526103,-0.017797896691115866,-0.025028033276969452,-0.00562551522481769,-0.0003462465629393563
2015-04-28,-0.004058558098193998,0.02658301203255853,-0.009393095523437367,0.0063952048376823,0.023945392131533794,-0.00034646601039423075
2015-04-29,0.00374313338729948,0.0030863359413935143,-0.016256021474434945,0.004852847417822659,-0.00444747173123794,-0.004064154629032757
2015-05-04,0.00870959964536766,0.010795181987074187,0.020324456017627668,0.02261547645933426,0.017193371597773677,0.016246798307920862
2015-05-05,-0.0018961171537963395,-0.001614806359699017,0.0026332236547848,0.004699695723493491,-0.0003602002667975057,0.026830395313631072
